性别,宗教,政治面貌,学历,学科,是否干部,社团类型,成长环境,是否接受过资助,大学是否志愿服务,项目开展频率,项目活动次数,活动持续时间,选择服务时间,参与项目总数,服务总时长,往返车程,服务类型之环保,社区,福利机构,助学助教,博物馆等,大型活动,其他,参与途径之学校社团,学院及班组织,校外项目,老师提供,其他途径,角色,培训情况,培训者,动机之增长才干,奉献社会,结交朋友,跟风,现实因素,其他动机,初衷实现,服务中断,中断服务之时间过多,不能自身能力,不认同项目目标,失去新鲜感,缺培训无法胜任,不认同组织形式,其他原因,争执,争执对象,争执强度,个人责任,个人处置,争执影响,未发生争执原因,挫折感,志愿服务现状满意度,过程快乐感,项目形式主义,解决困难主动性,志愿者素质,周围对志愿服务态度,服务后总结反馈,热情退却,服务提升能力,重视志愿者作用,F1,F2,F31,F32,F33,F34,满意度,动机实现,动机之被动,奉献社会1,动机之利他,动机之利己,动机之利己1,动机之利己2,动机之被动1,动机分布,动机分类,参加项目数,参加项目数量,满意度累计,失落,服务时间
2.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,70.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,2.0,3.0,2.0,2.0,5.0,2.0,5.0,2.0,2.0,4.0,1.0,1.0,-0.5882065439246413,-1.5794307039561932,-1.0665119570442039,-1.7229236268802894,-0.0011045266940382047,-0.11585779709500134,-56.23861607352515,1.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,20.0,0.0,0.0
2.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,70.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,2.0,3.0,2.0,2.0,5.0,2.0,5.0,2.0,2.0,4.0,1.0,1.0,-0.5882065439246413,-1.5794307039561932,-1.0665119570442039,-1.7229236268802894,-0.0011045266940382047,-0.11585779709500134,-56.23861607352515,1.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,20.0,0.0,0.0
2.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,70.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,2.0,3.0,2.0,2.0,5.0,2.0,5.0,2.0,2.0,4.0,1.0,1.0,-0.5882065439246413,-1.5794307039561932,-1.0665119570442039,-1.7229236268802894,-0.0011045266940382047,-0.11585779709500134,-56.23861607352515,1.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,20.0,0.0,0.0
2.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,80.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,,,,,,1.0,4.0,2.0,2.0,4.0,1.0,5.0,5.0,4.0,3.0,1.0,2.0,-0.3095185047824166,-0.4774767006337931,-1.1466947017924627,-0.4527909849910726,0.7665881792253292,-0.07461622714158461,-20.17882345626364,1.0,1.0,6.0,7.0,0.0,0.0,2.0,8.0,14.0,1.0,0.0,0.0,25.0,0.0,0.0
2.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,50.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,,,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.1925086040922843,-0.9898196279715725,1.1588156148083422,-0.4179475433766106,0.7328731616362022,-1.321774351917648,10.457375761526748,1.0,1.0,6.0,8.0,1.0,7.0,8.0,8.0,21.0,3.0,0.0,0.0,32.0,0.0,0.0
2.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,80.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,,,,,,1.0,4.0,2.0,2.0,4.0,1.0,5.0,5.0,4.0,3.0,1.0,2.0,-0.3095185047824166,-0.4774767006337931,-1.1466947017924627,-0.4527909849910726,0.7665881792253292,-0.07461622714158461,-20.17882345626364,1.0,1.0,6.0,7.0,0.0,0.0,2.0,8.0,14.0,1.0,0.0,0.0,25.0,0.0,0.0
2.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,50.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,,,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.1925086040922843,-0.9898196279715725,1.1588156148083422,-0.4179475433766106,0.7328731616362022,-1.321774351917648,10.457375761526748,1.0,1.0,6.0,8.0,1.0,7.0,8.0,8.0,21.0,3.0,0.0,0.0,32.0,0.0,0.0
2.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,80.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,,,,,,1.0,4.0,2.0,2.0,4.0,1.0,5.0,5.0,4.0,3.0,1.0,2.0,-0.3095185047824166,-0.4774767006337931,-1.1466947017924627,-0.4527909849910726,0.7665881792253292,-0.07461622714158461,-20.17882345626364,1.0,1.0,6.0,7.0,0.0,0.0,2.0,8.0,14.0,1.0,0.0,0.0,25.0,0.0,0.0
2.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,50.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,,,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.1925086040922843,-0.9898196279715725,1.1588156148083422,-0.4179475433766106,0.7328731616362022,-1.321774351917648,10.457375761526748,1.0,1.0,6.0,8.0,1.0,7.0,8.0,8.0,21.0,3.0,0.0,0.0,32.0,0.0,0.0
2.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,80.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,,,,,,1.0,4.0,2.0,2.0,4.0,1.0,5.0,5.0,4.0,3.0,1.0,2.0,-0.3095185047824166,-0.4774767006337931,-1.1466947017924627,-0.4527909849910726,0.7665881792253292,-0.07461622714158461,-20.17882345626364,1.0,1.0,6.0,7.0,0.0,0.0,2.0,8.0,14.0,1.0,0.0,0.0,25.0,0.0,0.0
2.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,50.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,,,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.1925086040922843,-0.9898196279715725,1.1588156148083422,-0.4179475433766106,0.7328731616362022,-1.321774351917648,10.457375761526748,1.0,1.0,6.0,8.0,1.0,7.0,8.0,8.0,21.0,3.0,0.0,0.0,32.0,0.0,0.0
1.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,80.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,,,3.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,1.4438747644578993,-1.275027735109596,1.2615290540422128,-1.2816673369039107,0.6408068856023451,-0.4596442092929122,8.12360658992301,1.0,2.0,6.0,8.0,0.0,0.0,3.0,8.0,14.0,1.0,0.0,0.0,31.0,0.0,0.0
1.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,80.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,,,3.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,1.4438747644578993,-1.275027735109596,1.2615290540422128,-1.2816673369039107,0.6408068856023451,-0.4596442092929122,8.12360658992301,1.0,2.0,6.0,8.0,0.0,0.0,3.0,8.0,14.0,1.0,0.0,0.0,31.0,0.0,0.0
1.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,80.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,,,3.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,1.4438747644578993,-1.275027735109596,1.2615290540422128,-1.2816673369039107,0.6408068856023451,-0.4596442092929122,8.12360658992301,1.0,2.0,6.0,8.0,0.0,0.0,3.0,8.0,14.0,1.0,0.0,0.0,31.0,0.0,0.0
1.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,80.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,,,3.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,1.4438747644578993,-1.275027735109596,1.2615290540422128,-1.2816673369039107,0.6408068856023451,-0.4596442092929122,8.12360658992301,1.0,2.0,6.0,8.0,0.0,0.0,3.0,8.0,14.0,1.0,0.0,0.0,31.0,0.0,0.0
2.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,30.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,,,,,,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,0.6628981190548626,-0.9818553083319,0.033613720041190016,-0.35826448130766464,1.2137435625456061,-1.3057793262741655,-3.639283357590557,0.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,28.0,0.0,0.0
2.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,30.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,,,,,,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,0.6628981190548626,-0.9818553083319,0.033613720041190016,-0.35826448130766464,1.2137435625456061,-1.3057793262741655,-3.639283357590557,0.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,28.0,0.0,0.0
2.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,30.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,,,,,,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,0.6628981190548626,-0.9818553083319,0.033613720041190016,-0.35826448130766464,1.2137435625456061,-1.3057793262741655,-3.639283357590557,0.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,28.0,0.0,0.0
2.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,30.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,,,,,,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,0.6628981190548626,-0.9818553083319,0.033613720041190016,-0.35826448130766464,1.2137435625456061,-1.3057793262741655,-3.639283357590557,0.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,28.0,0.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,90.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,,,1.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,0.8171521087148329,-0.5623623289045064,1.1224403454802276,-0.27698360095620955,0.08570890399797287,-0.7266896668667125,9.560388662524879,1.0,1.0,6.0,8.0,1.0,7.0,8.0,8.0,21.0,3.0,0.0,0.0,25.0,1.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,90.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,,,1.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,0.8171521087148329,-0.5623623289045064,1.1224403454802276,-0.27698360095620955,0.08570890399797287,-0.7266896668667125,9.560388662524879,1.0,1.0,6.0,8.0,1.0,7.0,8.0,8.0,21.0,3.0,0.0,0.0,25.0,1.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,90.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,,,1.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,0.8171521087148329,-0.5623623289045064,1.1224403454802276,-0.27698360095620955,0.08570890399797287,-0.7266896668667125,9.560388662524879,1.0,1.0,6.0,8.0,1.0,7.0,8.0,8.0,21.0,3.0,0.0,0.0,25.0,1.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,90.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,,,1.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,0.8171521087148329,-0.5623623289045064,1.1224403454802276,-0.27698360095620955,0.08570890399797287,-0.7266896668667125,9.560388662524879,1.0,1.0,6.0,8.0,1.0,7.0,8.0,8.0,21.0,3.0,0.0,0.0,25.0,1.0,0.0
2.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,30.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,-0.5098500821832401,0.32538130975608787,-0.19231022305950635,0.4245588602111422,-0.4747182277521788,-0.054424590938344224,-5.702504404216594,1.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,18.0,1.0,0.0
2.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,30.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,-0.5098500821832401,0.32538130975608787,-0.19231022305950635,0.4245588602111422,-0.4747182277521788,-0.054424590938344224,-5.702504404216594,1.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,18.0,1.0,0.0
2.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,30.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,-0.5098500821832401,0.32538130975608787,-0.19231022305950635,0.4245588602111422,-0.4747182277521788,-0.054424590938344224,-5.702504404216594,1.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,18.0,1.0,0.0
2.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,30.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,-0.5098500821832401,0.32538130975608787,-0.19231022305950635,0.4245588602111422,-0.4747182277521788,-0.054424590938344224,-5.702504404216594,1.0,0.0,6.0,7.0,1.0,7.0,7.0,0.0,13.0,3.0,0.0,0.0,18.0,1.0,0.0
1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,2.0,1.0,,3.0,1.0,2.0,2.0,1.0,4.0,5.0,2.0,5.0,2.0,4.0,-0.6358037626951287,-0.9273158332365047,1.115289169222487,0.2059401560718691,-1.7328081822840553,-2.2236218326648705,-37.05048726838925,1.0,0.0,0.0,1.0,1.0,7.0,6.0,0.0,7.0,2.0,0.0,0.0,22.0,0.0,0.0
1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,2.0,1.0,,3.0,1.0,2.0,2.0,1.0,4.0,5.0,2.0,5.0,2.0,4.0,-0.6358037626951287,-0.9273158332365047,1.115289169222487,0.2059401560718691,-1.7328081822840553,-2.2236218326648705,-37.05048726838925,1.0,0.0,0.0,1.0,1.0,7.0,6.0,0.0,7.0,2.0,0.0,0.0,22.0,0.0,0.0
1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,2.0,1.0,,3.0,1.0,2.0,2.0,1.0,4.0,5.0,2.0,5.0,2.0,4.0,-0.6358037626951287,-0.9273158332365047,1.115289169222487,0.2059401560718691,-1.7328081822840553,-2.2236218326648705,-37.05048726838925,1.0,0.0,0.0,1.0,1.0,7.0,6.0,0.0,7.0,2.0,0.0,0.0,22.0,0.0,0.0
1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,2.0,1.0,,3.0,1.0,2.0,2.0,1.0,4.0,5.0,2.0,5.0,2.0,4.0,-0.6358037626951287,-0.9273158332365047,1.115289169222487,0.2059401560718691,-1.7328081822840553,-2.2236218326648705,-37.05048726838925,1.0,0.0,0.0,1.0,1.0,7.0,6.0,0.0,7.0,2.0,0.0,0.0,22.0,0.0,0.0
1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,30.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,3.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,4.0,2.0,-0.26624011197571296,0.04923365882841308,0.33196322262080374,0.5150202374366618,-0.5187788016813784,-0.7814309704088118,-4.553419262926244,1.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,22.0,1.0,0.0
1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,30.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,3.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,4.0,2.0,-0.26624011197571296,0.04923365882841308,0.33196322262080374,0.5150202374366618,-0.5187788016813784,-0.7814309704088118,-4.553419262926244,1.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,22.0,1.0,0.0
1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,30.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,3.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,4.0,2.0,-0.26624011197571296,0.04923365882841308,0.33196322262080374,0.5150202374366618,-0.5187788016813784,-0.7814309704088118,-4.553419262926244,1.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,22.0,1.0,0.0
1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,30.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,3.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,4.0,2.0,-0.26624011197571296,0.04923365882841308,0.33196322262080374,0.5150202374366618,-0.5187788016813784,-0.7814309704088118,-4.553419262926244,1.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,22.0,1.0,0.0
2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,1.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,-0.0188270590898737,-0.5565057296491185,-0.10064714816022562,-0.4737649056293281,0.0566496326236768,-0.2842641826547343,-14.112465186243206,1.0,1.0,6.0,7.0,0.0,0.0,2.0,8.0,14.0,1.0,0.0,0.0,24.0,1.0,0.0
2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,1.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,-0.0188270590898737,-0.5565057296491185,-0.10064714816022562,-0.4737649056293281,0.0566496326236768,-0.2842641826547343,-14.112465186243206,1.0,1.0,6.0,7.0,0.0,0.0,2.0,8.0,14.0,1.0,0.0,0.0,24.0,1.0,0.0
